AcresBurned,RunSumAcresBurned,ArchiveYear,Counties,Started,Extinguished,Fatalities,Injuries,Latitude,Longitude,Location,MajorIncident,Name,PersonnelInvolved,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
1165,23560,2019,State of Nevada,2019-07-13,2019-07-16,Unknown,,39.631945,-119.769881,"Chimney Rd and Barrel Springs Rd, 2 miles North of Sun Valley Nevada",FALSE,Jasper Fire,,,Unknown,,,
131,23691,2019,Ventura,2019-07-14,2019-07-15,Unknown,,34.366111,-118.96,Off of South Mountain Rd and Balcom Canyon Road East of Santa Paula,FALSE,South Fire ,,,Unknown,,,
193,23884,2019,Lassen,2019-07-14,2019-07-16,Unknown,,40.072739,-120.158273,"Off Old Highway and Cowboy Joe Road, Northwest of Doyle",FALSE,Doyle Fire,,,Unknown,,,
202,24086,2019,Stanislaus,2019-07-15,2019-07-16,Unknown,,37.944751,-120.84372,"Off of Milton Road and Highway 4, North of Oakdale ",FALSE,Milton Fire ,,,Unknown,,,
47,24133,2019,Santa Clara,2019-07-15,2019-07-15,Unknown,,37.32555556,-121.7644444,"Off Aborn Road and Murillo Avenue, East San Jose ",FALSE,Aborn Fire,,,Unknown,,,
213,24346,2019,Madera,2019-07-15,2019-07-16,Unknown,,37.016944,-119.934167,"Off Road 33 and Highway 145, Bonadelle",FALSE,Madera Fire ,,,Unknown,,,
81,24427,2019,Riverside,2019-07-16,2019-07-17,Unknown,,33.514658,-116.7884,Highway 371 near Lake Riverside Drive,FALSE,Meadow Fire,,,Unknown,,,
90,24517,2019,San Joaquin,2019-07-16,,Unknown,,37.962557,-121.468074,"west Lower Jones Road, west of the Community of Slough ",FALSE,Whiskey Fire,,,Unknown,,,
128,24645,2019,Modoc,2019-07-17,2019-07-20,Unknown,,41.909,-120.306,"Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell ",FALSE,Goose 2 Fire,,,Unknown,,,
25,24670,2019,San Diego,2019-07-17,2019-07-18,Unknown,,32.794768,-116.839743,Off Vista De La Montana in the Dehesa area,TRUE,Vista Fire,,,Unknown,,,
35,24705,2019,Stanislaus,2019-07-18,2019-07-18,Unknown,,37.420988,-121.371276,"Frank Raines Park on Del Puerto Canyon Road, west of Patterson",FALSE,Rains Fire,,,Unknown,,,
27,24732,2019,Calaveras,2019-07-18,2019-07-20,Unknown,,38.115224,-120.78068,near the Whiskey Creek Day Use area of New Hogan Lake,FALSE,Whiskey Fire,,,Unknown,,,
149,24881,2019,Mariposa,2019-07-21,,Unknown,,37.241427,-120.027731," Old Hwy and Guadalupe, East of Mariposa",FALSE,Valley Fire,,,Unknown,,,
208,25089,2019,Kern,2019-07-21,,Unknown,,34.9008333,-118.9183333,"  I 5 and Diger Rd, South of Bakersfield",FALSE,Tejon Fire,,,Unknown,,,
64,25153,2019,Napa,2019-07-22,,Unknown,,38.481258,-122.143942,Hwy 128 and Wragg Canyon Rd 16 miles east of St. Helena,FALSE,Canyon Fire,,,Unknown,,,
81,25234,2019,San Bernardino,2019-07-22,,Unknown,,34.42386,-117.10318,"Milpas Rd and Valley View Rd, 10 miles SE of Apple Valley",FALSE,Milpas Fire,,,Unknown,,,
10,25244,2019,Butte,2019-07-23,,Unknown,,39.423833,-121.579738,"Off Moms Lane and Lone Tree Road, South of Orville ",FALSE,Moms Fire ,,,Unknown,,,
183,25427,2019,Solano,2019-07-24,,Unknown,,38.158333,-122.118889,"Off Marshview Road and Highway 680, South of Cordelia ",FALSE,Marshview Fire,,,Unknown,,,
80,25507,2019,Santa Clara,2019-07-24,,Unknown,,37.433192,-121.807258,"Off of Kahler Court and Felter Road, East of Milpitas",FALSE,Sweigert Fire ,,,Unknown,,,
95,25602,2019,San Luis Obispo,2019-07-24,,Unknown,,35.004722,-120.435278,"Off Highway 166  and Highway 101, North of Santa Maria",FALSE,Thompson Fire ,,,Unknown,,,
83,25685,2019,Siskiyou,2019-07-27,,Unknown,,41.834366,-122.656569,"Tree of Heaven Campground, east of Gottsville",FALSE,Tree Fire,,,Unknown,,,
35,25720,2019,Siskiyou,2019-07-27,,Unknown,,41.838,-122.845,Hwy 96 near the Klamath River Community Hall,FALSE,Community Fire,,,Unknown,,,
130,25850,2019,Mendocino,2019-07-27,,Unknown,,39.831762,-123.846013,"Usal Creek and Usal Rd, west of Leggett",FALSE,Usal Fire,,,Unknown,,,
156,26006,2019,San Bernardino,2019-07-28,,Unknown,,33.997528,-117.769766,"Chino Hils Parkway and Grand Avenue, Chino Hills",FALSE,Star Fire,,,Unknown,,,
14217,40223,2019,Modoc,2019-07-28,2019-08-11,Unknown,,41.79591,-121.260305,"Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir",FALSE,Tucker Fire,,,Unknown,,,
150,40373,2019,San Diego,2019-07-28,,Unknown,,32.767649,-116.796032,"Dehesa Road and Slone Canyon Road, Dehesa",FALSE,Dehesa Fire,,,Unknown,,,
100,40473,2019,Santa Barbara,2019-07-28,2019-08-05,Unknown,,34.665699,-119.94974,north of Lake Cachuma,FALSE,Range Fire,,,Unknown,,,
316,40789,2019,Monterey,2019-07-29,,Unknown,,35.908333,-120.984167,"near Lake San Antonio, Jolon Road and New Pleyto Road, Lockwood ",FALSE,Lake Fire,,,Unknown,,,
280,41069,2019,Monterey,2019-07-30,2019-08-12,Unknown,,36.008889,-121.466944,"In Los Padres National Forest, West of Fort Hunter Liggett ",FALSE,Mill Fire,,,Unknown,,,
13,41082,2019,El Dorado,2019-07-30,2019-07-31,Unknown,,38.757636,-120.75664,"Northeast of Placerville in the community of Camino, off of Shadow Ridge Road",FALSE,Carson Fire,,,Unknown,,,
448,41530,2019,Kern,2019-07-31,,Unknown,,35.60989,-118.41204,"near Quail Dr and Bobcat Dr in the Kern River Valley, South of Lake Isabela",FALSE,Mesa Fire ,,,Unknown,,,
448,41978,2019,San Diego,2019-08-01,2019-08-03,Unknown,,32.575556,-117.026667,"Off Airway Road and Caliente Ave, in San Ysidro ",FALSE,Caliente Fire,,,Unknown,,,
84,42062,2019,Sacramento,2019-08-02,2019-08-02,Unknown,,38.3525,-121.123611,"Off Twin Cities Road and Clay Station Road, Northeast of Herald ",FALSE,Browns Fire,,,Unknown,,,
50,42112,2019,Sacramento,2019-08-02,2019-08-02,Unknown,,38.622058,-121.114095,off White Rock Road and Prairie City Road ,FALSE,Prairie Fire ,,,Unknown,,,
103,42215,2019,Modoc,2019-08-02,2019-08-02,Unknown,,41.43783,-120.23976,"County Road 48 and Highway 395, northeast of Alturas",FALSE,Meadow Fire (Not a CAL FIRE incident),,,Unknown,,,
757,42972,2019,Contra Costa,2019-08-03,2019-08-06,Unknown,,37.908362,-121.872941,"Marsh Creek Rd and Morgan Territory Rd, southwest of Brentwood",FALSE,Marsh Complex,,,Unknown,,,
156,43128,2019,Los Angeles,2019-08-03,2019-08-05,Unknown,,34.677864,-118.752395,Off Interstate 5 & Templin Hwy,FALSE,Five Fire,,,Unknown,,,
26,43154,2019,San Bernardino,2019-08-03,2019-08-04,Unknown,,34.202883,-116.4449,Off La Barisa Dr & Hwy 247 in Landers,FALSE,La Barisa Fire,,,Unknown,,,
30,43184,2019,Shasta,2019-08-04,,Unknown,,40.55924,-122.25409,"Highway 44 and Gilbert Drive, Palo Cedro, East of Redding",FALSE,Gilbert Fire,,,Unknown,,,
29,43213,2019,Kern,2019-08-05,2019-08-06,Unknown,,35.287373,-118.623651,"Caliente Bodfish Rd, east of Bakersfield",FALSE,Caliente Fire,,,Unknown,,,
94,43307,2019,Riverside,2019-08-05,2019-08-06,Unknown,,33.740219,-117.333728,"26000 Block El Toro Road, North of Lake Elsinore",FALSE,Toro Fire ,,,Unknown,,,
58,43365,2019,Contra Costa,2019-08-07,,Unknown,,37.968494,-121.678172,"Sellers Ave and Delta Rd, 2 miles northeast of Brentwood",FALSE,Sellers Fire,,,Unknown,,,
130,43495,2019,Lassen,2019-08-07,,Unknown,,40.886677,-120.336977,"Juniper Ridge Road and Juniper Tree Road, north of Ravendale",FALSE,R-1 Fire,,,Unknown,,,
107,43602,2019,Lassen,2019-08-07,,Unknown,,40.900458,-121.320838,"Pittville Road and Sheep Flat Road, southeast of Fall River Mills",FALSE,3-2 Willow (Previously H-1 Fire),,,Unknown,,,
20,43622,2019,Lake,2019-08-08,2019-08-11,Unknown,,38.99174,-122.7751,"Soda Bay Road and Golf Drive, northwest of Clearlake",FALSE,Golf Fire,,,Unknown,,,
21,43643,2019,Tuolumne,2019-08-08,2019-08-08,Unknown,,37.949747,-120.420058,"10,000 Block Preston Lane, Jamestown",FALSE,Preston Fire,,,Unknown,,,
1020,44663,2019,Lassen,2019-08-08,2019-08-11,Unknown,,40.943799,-120.275298,"Cold Springs Rd and McDonald Peak, 11 miles southeast of Madeline",FALSE,W1 McDonald Fire,,,Unknown,,,
240,44903,2019,Alameda,2019-08-09,,Unknown,,37.708743,-121.841879,"Central Pkwy and Croak Rd, 4 miles east of Dublin",FALSE,Harte Fire,,,Unknown,,,
1301,46204,2019,State of Oregon,2019-08-09,2019-08-18,Unknown,,42.033,-122.175,"Highway 66 and Ward Rd, 13 miles west of Keno, Oregon",FALSE,Ward Fire,,,Unknown,,,
33,46237,2019,Yolo,2019-08-10,2019-08-10,Unknown,,39.171091,-121.423281,"Hammonton Smartsville Rd. and Kendal Rd, Beale Air Force Base",FALSE,Heavy Range Fire,,,Unknown,,,
20,46257,2019,Riverside,2019-08-12,2019-08-12,Unknown,,33.909792,-117.004667,David Mountain Radio Road at David Mountain Road in Beaumont,FALSE,Radio Fire,,,Unknown,,,
46,46303,2019,Shasta,2019-08-12,2019-08-13,Unknown,,40.46968,-122.54364,Gas Point Rd & Lower Gas Point Rd in Igo,FALSE,Lower Fire,,,Unknown,,,
225,46528,2019,Mendocino,2019-08-12,2019-08-17,Unknown,3,39.005262,-123.195306,Off Moose Rd & Bus McGall Rd northwest of Hopland,TRUE,Moose Fire,328,,Unknown,,,6
105,46633,2019,Los Angeles,2019-08-13,,Unknown,,34.675542,-118.342239,"off of 120th Street  West and Coppermill Road, Lancaster ",FALSE,West Fire ,,,Unknown,,,
81,46714,2019,Solano,2019-08-13,2019-08-13,Unknown,,38.455,-121.969167,"Off of Timm Road and Allendale Road, South of Winters ",FALSE,Timm Fire ,,,Unknown,,,
20,46734,2019,Colusa,2019-08-14,2019-08-14,Unknown,,39.088333,-122.309167,Off of Spring Valley Road and Highway 20,TRUE,Spring Fire ,65,,Unknown,,,2
16,46750,2019,El Dorado,2019-08-14,2019-08-14,Unknown,,38.703889,-120.890556,Off of Greenstone Road and Buck Mountain Road ,FALSE,Greenstone Fire ,,,Unknown,,,
60,46810,2019,Santa Clara,2019-08-15,,Unknown,,37.219717,-121.761974,"Santa Teresa Blvd and Bayliss Drive, South San Jose",FALSE,Bayliss Fire,,,Unknown,,,
156,46966,2019,Shasta,2019-08-15,2019-08-17,Unknown,,40.484329,-122.159393,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",TRUE,Cottage Fire,8,,Unknown,,,
423,47389,2019,Mariposa,2019-08-15,,Unknown,,37.532028,-120.208019,"Bear Valley Rd and Cotton Creek Rd, east of Snelling",FALSE,Hunter Fire,,,Unknown,,,
80,47469,2019,San Diego,2019-08-15,2019-08-16,Unknown,,32.57394,-116.760465,"Off of Marron Valley Road and Border Road, Southeast of Dulzura  ",FALSE,Border 9 Fire,,,Unknown,,,
35,47504,2019,El Dorado,2019-08-15,2019-08-16,Unknown,,38.652475,-120.826165,"Patterson Drive, south of Placerville",FALSE,Patterson Fire,10,,Unknown,,,
1507,49011,2019,Mexico,2019-08-16,2019-08-17,Unknown,,32.573437,-116.658735,"City of Tecate, southeast of San Diego ",FALSE,Border 8 Fire,,,Unknown,,,
1300,50311,2019,Mariposa,2019-08-16,2019-08-20,Unknown,,37.536069,-120.177018,"Mt Gaines Rd and Bear Valley Rd, Bear Valley",FALSE,Gaines Fire,,,Unknown,,,
139,50450,2019,Alameda,2019-08-21,2019-08-21,Unknown,,37.71734,-121.55867,"Patterson Pass and Midway Road, west of Tracy",FALSE,Patterson Fire,,,Unknown,,,
600,51050,2019,Shasta,2019-08-22,2019-08-26,Unknown,3,40.715556,-122.241944,"Bear Mountain Road and Dry Creek Road, north of Bella Vista",TRUE,Mountain Fire,187,7,14,,,
34,51084,2019,Riverside,2019-08-22,2019-08-23,Unknown,,33.4506,-116.857817,Highway 371 cross of Yucca Road,FALSE,Yucca Fire,,,Unknown,,,
131,51215,2019,Lassen,2019-08-24,2019-08-27,Unknown,,40.562,-120.544,"Off Highway 139  and Horselake Road, North of Susanville",FALSE,Horse Fire,,,Unknown,,,
2438,53653,2019,Lassen,2019-08-24,2019-08-27,Unknown,,39.892222,-120.029722,"Off Highway 395 and Red Rock Road, North of Hallelujah Junction",FALSE,Long Valley Fire ,,,Unknown,,,
80,53733,2019,Riverside,2019-08-25,2019-08-25,Unknown,,33.77777348,-117.487578,near Northbound Intestate 15 and Temescal Canyon,FALSE,Ivy Fire,,,Unknown,,,
35,53768,2019,Santa Clara,2019-08-25,,Unknown,,37.034183,-121.45597,at Jamieson Road and CaÃƒÂ±ada Road near Gilroy,FALSE,Jamieson Fire,,,Unknown,,,
25,53793,2019,Mexico,2019-08-25,2019-08-28,Unknown,,32.557546,-116.873955,Mexico / California International border in the area east of the Otay port of entry.,FALSE,Border 10 Fire,,,Unknown,,,
25,53818,2019,San Diego,2019-08-25,2019-08-28,Unknown,,32.557546,-116.873955,Mexico / California International border in the area east of the Otay port of entry.,FALSE,Border 10 Fire,,,Unknown,,,
12,53830,2019,Riverside,2019-08-27,2019-08-27,Unknown,,33.463991,-116.914799,"near the intersection of Sage Road and Highway 79, in Aguanga",FALSE,Sage Fire,,,Unknown,,,
3380,57210,2019,Lassen,2019-08-28,2019-09-04,Unknown,,40.593,-120.581,"Hagata Canyon, east of Eagle Lake",FALSE,R-1 Fire,,,Unknown,,,
19,57229,2019,Alameda,2019-08-31,2019-08-31,Unknown,,37.718636,-121.657011,eastbound 580 and North Flynn Road,FALSE,Carroll Fire,,,Unknown,,,
756,57985,2019,Tulare,2019-08-31,,Unknown,,36.40193,-119.030621,"Dry Creek Dr and Lomitas Drive, east of Woodlake",FALSE,Creek Fire,185,0,0,,,2
66,58051,2019,Monterey,2019-09-01,2019-09-02,Unknown,,35.906482,-120.992914,"Jolon Road and New Pleyto Road, Lockwood",FALSE,Jolon Fire,,,Unknown,,,
279,58330,2019,Ventura,2019-09-01,2019-09-05,Unknown,,34.71011,-119.3547,3 miles northwest of Reyes Creek,FALSE,Snail Fire,,,Unknown,,,
11,58341,2019,Alameda,2019-09-02,2019-09-02,Unknown,,37.545167,-121.596667,"Mines Road, Livermore",FALSE,Mines Fire,,,Unknown,,,
167,58508,2019,San Benito,2019-09-02,2019-09-03,Unknown,,36.600167,-120.8405,"Panoche Road and New Idria Road, Paicines",FALSE,Antelope Fire,,,Unknown,,,
15,58523,2019,San Bernardino,2019-09-02,2019-09-06,Unknown,,34.353667,-117.343833,"Old Dump Road, south of Summit Valley Road, Hesperia",FALSE,Telephone Fire,,,Unknown,,,
85,58608,2019,El Dorado,2019-09-03,2019-09-06,Unknown,2,38.898915,-120.946657,"Highway 193 and Penobscot Rd, east of Cool",TRUE,Country Fire,,,4,,,
10,58618,2019,Santa Cruz,2019-09-03,2019-09-06,Unknown,,37.178353,-122.07743,"Deer Creek Road and Rons Road, northeast of Boulder Creek",FALSE,Deer Fire,,,Unknown,,,
54612,113230,2019,Plumas,2019-09-04,2019-09-25,Unknown,,40.061389,-120.680556,"Indian Creek and Beckworth Genesee Road, east of Genesee",FALSE,Walker Fire,468,,Unknown,,,
28,113258,2019,Lake,2019-09-04,2019-09-05,Unknown,,38.910498,-122.642572,"Highway 29 and DNA Ridge Rock, Southwest of Clear Lake.",TRUE,Glass Fire,55,,Unknown,,,2
1926,115184,2019,Riverside,2019-09-04,2019-09-14,Unknown,3,33.528469,-117.273157,"Tenaja Road and Clinton Keith Road, in La Cresta",TRUE,Tenaja,35,2,0,,0,1
17,115201,2019,San Benito,2019-09-04,2019-09-04,Unknown,,36.732866,-121.39478,"off of Grass Valley Road and Cienega Road, in Hollister",FALSE,Foster Fire ,,,Unknown,,,
244,115445,2019,Trinity,2019-09-05,2019-09-18,Unknown,,40.062304,-123.222196,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",FALSE,Henthorne Fire,,,Unknown,,,
8838,124283,2019,Tehama,2019-09-05,2019-09-13,Unknown,,40.12,-122.64,"Off Hammer Loop Road and Petty John Road, West of Red Bluff ",TRUE,Red Bank Fire,1936,,2,,,23
44,124327,2019,San Joaquin,2019-09-05,2019-09-05,Unknown,,38.017138,-120.945044,"near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras",FALSE,Flood Fire ,,,Unknown,,,
5332,129659,2019,Tehama,2019-09-05,2019-12-02,Unknown,,40.109,-122.789,"Southeast aspect of Tomhead Mountain, South of Platina",FALSE,South Fire,,,Unknown,,,
4840,134499,2019,Mono,2019-09-06,2019-09-23,Unknown,,37.826,-118.872,"southeast of Lee Vining, CA",FALSE,Springs Fire,,,Unknown,,,
5737,140236,2019,Modoc,2019-09-06,2019-09-13,Unknown,,41.748,-121.056,"Pinnacle Lake, Doublehead Ranger district, Modoc National Forest",FALSE,Lone Fire,40,,Unknown,,,
1975,142211,2019,Inyo,2019-09-06,2019-11-21,Unknown,,36.284,-118.228,"Golden Trout Wilderness, Inyo National Forest",FALSE,Cow Fire,,,Unknown,,,
381,142592,2019,Tulare,2019-09-06,,Unknown,,36.151,-118.185,Northeast of Broder Meadow,FALSE,Broder Fire,9,,Unknown,,,
10296,152888,2019,Inyo,2019-09-06,2019-11-21,Unknown,,37.034,-118.345,south west of Big Pine and north west of Aberdeen,TRUE,Taboose Fire,269,,Unknown,,,4
260,153148,2019,Lassen,2019-09-06,2019-09-11,Unknown,,44.734,-120.606,"North of Fredonyer Peak, southwest of Termo",FALSE,R-6 Fire,40,,Unknown,,,
58,153206,2019,Butte,2019-09-06,2019-09-12,Unknown,,39.470333,-121.412333,"Forbestown Road and Hurleton Swedes Flat Road, east of Oroville ",FALSE,Forbestown Fire,105,,Unknown,,,3
1872,155078,2019,Siskiyou,2019-09-07,2019-09-19,Unknown,,41.862237,-122.662258,"Ash Creek and Highway 96, Southwest of Hornbrook",FALSE,Lime Fire,515,,Unknown,,,
227,155305,2019,Siskiyou,2019-09-07,2019-09-26,Unknown,,41.4929742,-123.2129356,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",FALSE,Kidder 2 Fire,,,Unknown,,,
280,155585,2019,Trinity,2019-09-07,2019-09-12,Unknown,,41.150392,-122.634108,"Highway 3 and Bear Creek Loop, Northeast of Coffee Creek",FALSE,Rams Horn Fire,259,,Unknown,,,
53,155638,2019,Lake,2019-09-07,2019-09-08,Unknown,,38.955024,-122.833831,"Highway 29 and Cole Creek Road, South of Kelseyville",FALSE,Oak Fire,74,,1,,,3
496,156134,2019,Butte,2019-09-07,2019-09-13,Unknown,,39.45296,-121.412619,"Swedes Flat Road and Oro Bangor Highway, east of Oroville",TRUE,Swedes Fire,16,0,2,,,6
15,156149,2019,Siskiyou,2019-09-07,2019-09-10,Unknown,,41.512917,-122.740333,"Near Duzel Rock Lookout, northeast of Etna",FALSE,Duzel Fire,,,Unknown,,,
250,156399,2019,Riverside,2019-09-07,2019-09-08,Unknown,,33.9369,-117.3063,"Kangaroo Court and River Ridge Drive, Riverside ",FALSE,Sycamore Fire,,,Unknown,,,
200,156599,2019,Santa Barbara,2019-09-09,2019-09-14,Unknown,,34.630919,-120.187368,"McMurray Rd and Hwy 101, north of Buellton",FALSE,McMurray Fire,,,Unknown,,,
10,156609,2019,Riverside,2019-09-10,2019-09-10,Unknown,,33.496633,-116.631106,Bailey Road and Terwilliger Road in Anza,FALSE,Bailey Fire,,,Unknown,,,
190,156799,2019,Stanislaus,2019-09-11,,Unknown,,37.32585,-121.110146,"Off SB Interstate 5 and West Stuhr Road, South of Patterson City ",FALSE,Stuhr Fire ,,,Unknown,,,
34,156833,2019,Riverside,2019-09-12,,Unknown,,33.854597,-117.270144,Mead Valley ,FALSE,Redwood Fire,,,Unknown,,,
11,156844,2019,Stanislaus,2019-09-13,2019-09-13,Unknown,,37.492002,-120.401028,Knights Ferry,FALSE,Bridge Fire,,,Unknown,,,
520,157364,2019,Riverside,2019-09-14,,Unknown,,33.4853,-117.043723,"Horseshoe Trail and Stagecoach Road, Juniper Flats",TRUE,Horseshoe Fire ,235,,Unknown,,,3
91,157455,2019,Siskiyou,2019-09-15,,Unknown,,41.749667,-123.000833,"Southwest of Bald Mountain and Klamath Bar, Klamath National Forest",FALSE,Bar Fire,,,Unknown,,,
167,157622,2019,Riverside,2019-09-15,2019-09-22,Unknown,,33.635,-116.801111,"Bautista Road and Tripp Flats, West of Lake Hemet",FALSE,Bautista Fire,25,,Unknown,,,
604,158226,2019,Placer,2019-09-20,,Unknown,,38.751648,-121.432636,"Baseline Road and Country Acres Lane, north of Rio Linda ",FALSE,Baseline Fire ,,,Unknown,,,
128,158354,2019,Santa Clara,2019-09-21,2019-09-24,Unknown,,37.467744,-121.842751,"Calaveras Rd and Felter Road, 5 miles northeast of Milpitas",FALSE,Reservoir Fire,,,Unknown,,,
220,158574,2019,San Luis Obispo,2019-09-21,2019-09-27,Unknown,4,35.214364,-120.455883,"Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo",TRUE,Lopez Fire,515,,0,,24,2
98,158672,2019,Riverside,2019-09-21,2019-09-22,Unknown,,33.900994,-117.170588,"Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris",FALSE,Kennedy Fire,150,,Unknown,,,1
67,158739,2019,Calaveras,2019-09-22,,Unknown,,38.20177,-120.827386,"By the intersection of Loera Hills Road on Paloma Road in Valley Springs, California.",FALSE,Lynette Fire,,,Unknown,,,
83,158822,2019,Tuolumne,2019-09-23,2019-09-24,Unknown,,37.838333,-120.625556,"By the intersection of Tulloch Road and Highway 108 in Jamestown, California.",FALSE,Tulloch Fire,,,Unknown,,,
16,158838,2019,Shasta,2019-09-24,2019-09-24,Unknown,,40.612556,-122.039167,at Whitmore Road and Cow Creek Ranch Road in Millville,FALSE,Cow Fire,,,Unknown,,,
200,159038,2019,San Diego,2019-09-24,,Unknown,,32.787656,-116.806941,Dehesa Road and Sloan Canyon Road,TRUE,Dehesa Fire ,350,,Unknown,,,5
10,159048,2019,Amador,2019-09-25,2019-09-25,Unknown,1,38.332083,-120.67131,"Electra Road and Highway 49, east of Jackson",TRUE,Electra Fire,45,,Unknown,,,
52,159100,2019,San Diego,2019-09-25,2019-09-25,Unknown,,32.87833333,-116.88,"near 14000 block of Willow Rd, Northeast Lakeside ",FALSE,Willow Fire,,,Unknown,,,
30,159130,2019,Solano,2019-09-26,,Unknown,,38.07944444,-122.2561111,"Off Tyler Road and Jennings Road, Southwest of Vallejo",FALSE,Mare Fire,,,Unknown,,,
300,159430,2019,Butte,2019-09-28,2019-09-28,Unknown,,39.622137,-121.693472,"Off of Hwy 99 and Hwy 149, Southeast of Chico",FALSE,Hwy Fire,,,Unknown,,,
22,159452,2019,El Dorado,2019-09-29,2019-09-29,Unknown,,38.538467,-120.965105,Chaparral Drive and Latrobe Road in Latrobe,FALSE,Chaparral Fire,,,Unknown,,,
19,159471,2019,Riverside,2019-09-30,2019-09-30,Unknown,,33.703546,-117.033598,Warren Rd & Old Mine Rd in Hemet,FALSE,Warren Fire,,,Unknown,,,
25,159496,2019,Fresno,2019-09-30,,Unknown,,36.154184,-120.634179,"Hwy 198 x Frame Rd, east of Monterey County Line",FALSE,Frame Fire,,,Unknown,,,
52,159548,2019,San Luis Obispo,2019-10-01,,Unknown,,35.189783,-120.1755,"Off of Pozo Road and Avenales Ranch Rd, Southeast of Pozo",FALSE,Ranch Fire,,,Unknown,,,
18,159566,2019,Stanislaus,2019-10-03,2019-10-04,Unknown,,37.429506,-121.336465,Del Puerto Canyon Road east of Frank Raines Park west of Patterson,FALSE,Del Fire,,,Unknown,,,
63,159629,2019,Glenn,2019-10-04,2019-10-03,Unknown,,41.70611111,-123.4375,Elk Creek,FALSE,Elk Fire,,,Unknown,,,
10,159639,2019,Mendocino,2019-10-04,,Unknown,,39.613783,-123.458782,"Highway 101 south of Sloan and Old Sherwood Road in Willits, California",FALSE,Wilson Fire,,,Unknown,,,
5563,165202,2019,Mariposa,2019-10-06,2019-10-24,Unknown,,37.604638,-119.96606,Highway 140 and Briceburg Bridge Road north of Midpines ,TRUE,Briceburg Fire,19,,1,,,3
526,165728,2019,Napa,2019-10-06,2019-10-07,Unknown,,38.165873,-122.211671,"American Canyon and Highway 80, east of American Canyon",FALSE,American Fire,163,,1,,,4
29,165757,2019,Santa Clara,2019-10-07,2019-10-07,Unknown,,37.066483,-121.219163,Highway 152 and Dinosaur Point Rd ,FALSE,Point Fire ,,,Unknown,,,
11,165768,2019,Tehama,2019-10-07,2019-10-07,Unknown,,40.314187,-122.070055,Highway 36E east of Dales Station and Manton Road,FALSE,Dales Fire,,,Unknown,,,
12,165780,2019,Alameda,2019-10-08,2019-10-08,Unknown,,37.606,-121.853,SR 84 and Little Valley Road in Sunol,FALSE,Little Fire,,,Unknown,,,
289,166069,2019,Monterey,2019-10-09,2019-10-11,Unknown,,35.79069,-120.73102,Indian Valley Road and Monterey County Line near Camp Robert's,FALSE,Cross Fire,,,Unknown,,,
